Dance,Song Title,Artist/Group,Found,Feature
CHA,Mexicoma,Bucky Covington,True,"[-4.38642082e+01  1.29081970e+02 -3.19324322e+01  5.20981407e+01
 -1.62198372e+01  3.32893753e+01 -1.60547237e+01  2.00918083e+01
 -1.02234573e+01  1.43414602e+01 -5.05652428e+00  1.40993607e+00
 -5.88753223e-01  4.41235006e-01  6.08692467e-01  5.38490593e-01
  4.55900818e-01  4.36637700e-01  3.40230405e-01  3.52897525e-01
  3.14602345e-01  4.32157248e-01  4.25586581e-01  3.97664368e-01
  4.88977075e-01  1.61840576e+01  1.14786938e+01  1.55786227e+01
  1.84481666e+01  1.83168649e+01  1.81028288e+01  4.78967974e+01
  7.51533626e-02  1.14843750e+02]"
CHA,My Heart Is Open,Keith Urban,True,"[-1.24371674e+02  1.52864014e+02 -2.51980495e+01  5.02900124e+01
 -1.39459157e+00  2.90480537e+01 -8.73603058e+00  1.87616558e+01
 -2.87735987e+00  7.89051151e+00  4.63692814e-01  4.15541840e+00
  1.79499483e+00  4.61204916e-01  4.09977525e-01  5.13479531e-01
  6.05329275e-01  4.56644356e-01  4.05806780e-01  3.48990977e-01
  4.41190392e-01  4.44752991e-01  4.81336623e-01  5.89395583e-01
  4.45410192e-01  1.74283156e+01  1.12145148e+01  1.56543802e+01
  1.84493459e+01  1.78331645e+01  1.89696062e+01  4.58199461e+01
  4.94031404e-02  1.03359375e+02]"
CHA,Naive,Jamie O'Neal,True,"[-7.91403961e+01  1.34673187e+02 -4.16071739e+01  4.93323021e+01
 -2.03161831e+01  3.75495720e+01 -1.96402493e+01  2.14046211e+01
 -1.19979143e+01  1.69041271e+01 -1.55462161e-01  1.20750675e+01
 -4.82396603e+00  5.53304970e-01  3.69238377e-01  3.77463192e-01
  3.39107901e-01  3.74333769e-01  4.26625431e-01  3.54604870e-01
  4.51082021e-01  3.68339181e-01  4.46536988e-01  4.63390231e-01
  4.33742195e-01  1.54127030e+01  1.03574728e+01  1.57031993e+01
  1.82092970e+01  1.84335999e+01  1.81907518e+01  4.96170792e+01
  8.22100093e-02  1.14843750e+02]"
CHA,Neon Blues,Randy Rogers Band,True,"[-1.54196228e+02  1.57245789e+02 -2.16743202e+01  4.17779007e+01
  8.50495052e+00  2.91128845e+01  2.83710766e+00  9.38434792e+00
 -8.79475880e+00  2.15730762e+00 -3.76138401e+00  6.07139587e+00
 -6.70462751e+00  3.47746372e-01  4.19483244e-01  3.86472374e-01
  3.47171128e-01  4.25742835e-01  4.95356143e-01  6.40169799e-01
  6.42089725e-01  5.87262392e-01  6.21413708e-01  4.57639754e-01
  3.70589405e-01  1.78787608e+01  1.26214986e+01  1.68202438e+01
  1.78173921e+01  1.87238778e+01  1.90396548e+01  4.42693864e+01
  3.85188525e-02  1.07666016e+02]"
CHA,No Bad Days,Ray Johnston Band,True,"[-8.50559845e+01  1.37211426e+02 -1.87875996e+01  5.28153648e+01
 -1.09666872e+00  3.66013260e+01 -1.59191656e+01  1.05129471e+01
 -9.50154686e+00  1.36326580e+01 -8.19934082e+00 -1.43906665e+00
 -2.22211528e+00  5.23124814e-01  5.29964387e-01  4.77806062e-01
  5.34455359e-01  4.47629273e-01  4.02941495e-01  3.54651660e-01
  4.16918695e-01  5.52170277e-01  5.27068973e-01  5.36317408e-01
  4.74869847e-01  1.80035068e+01  1.16963288e+01  1.67974766e+01
  1.78490090e+01  1.89888633e+01  1.77496157e+01  4.82464421e+01
  5.64501500e-02  1.14843750e+02]"
CHA,On a Roll,Sugarland,True,"[-9.04656754e+01  1.25665855e+02 -2.89707489e+01  6.10833740e+01
 -5.87134457e+00  2.78190670e+01 -4.51677465e+00  2.05365772e+01
 -9.23278630e-01  5.81582594e+00 -1.12557137e+00  7.72494888e+00
 -2.81448305e-01  5.36423087e-01  5.62454343e-01  5.22302151e-01
  5.25344074e-01  5.75001180e-01  5.22277653e-01  4.76665020e-01
  4.26480174e-01  4.34206426e-01  4.22407120e-01  4.29412216e-01
  5.19842267e-01  1.41990057e+01  1.08735906e+01  1.51978676e+01
  1.70853395e+01  1.68623424e+01  1.80234972e+01  4.57385088e+01
  6.95553239e-02  1.14843750e+02]"
CHA,Only Got So Much Time,Bucky Covington,True,"[-2.74389973e+01  1.36520584e+02 -3.31725311e+01  4.14181671e+01
 -2.28212490e+01  3.25017052e+01 -2.45107746e+01  2.05848103e+01
 -1.36685829e+01  1.74774399e+01 -8.44572258e+00  6.53554773e+00
 -1.96590495e+00  5.87643266e-01  4.02880400e-01  4.01836902e-01
  5.61096311e-01  3.55835557e-01  3.42787951e-01  3.04404020e-01
  4.13161606e-01  5.68616331e-01  4.10372108e-01  4.63351071e-01
  4.23179239e-01  1.58818552e+01  1.05973649e+01  1.51534253e+01
  1.74701248e+01  1.70364463e+01  1.73046764e+01  4.48838652e+01
  7.91767699e-02  1.05468750e+02]"
CHA,Ready to Roll,Blake Shelton,True,"[-1.25519447e+02  1.41512802e+02 -7.75684118e+00  5.55760078e+01
 -4.92873073e-01  3.13655376e+01 -1.37581902e+01  1.87318859e+01
 -6.55850458e+00  1.13569450e+01 -4.69916677e+00  7.77230692e+00
 -3.06306720e+00  6.62434340e-01  5.45672417e-01  5.12116015e-01
  4.54844862e-01  4.20929372e-01  3.95340264e-01  3.90112340e-01
  5.18633842e-01  4.89874929e-01  4.88890171e-01  4.57304686e-01
  5.37247062e-01  1.82284446e+01  1.11954670e+01  1.49691874e+01
  1.86101465e+01  1.65473937e+01  1.78255180e+01  4.61033379e+01
  4.74687228e-02  1.09956782e+02]"
CHA,Right Where You Left Me,Terri Clark,True,"[-6.00186729e+01  1.51878876e+02 -4.32483864e+01  5.05090179e+01
 -1.39156933e+01  3.73973503e+01 -1.92163563e+01  1.14519405e+01
 -5.16385889e+00  7.30000401e+00 -2.02908134e+00  3.45695233e+00
 -2.11343765e+00  3.18032175e-01  4.47096407e-01  5.72395682e-01
  4.49967384e-01  4.60084289e-01  3.72130334e-01  4.99586374e-01
  4.45543319e-01  4.36993301e-01  6.47436798e-01  4.08741236e-01
  3.68732065e-01  1.76452969e+01  1.06884136e+01  1.58767110e+01
  1.79841298e+01  1.88045671e+01  1.79809930e+01  4.92058710e+01
  6.01549650e-02  1.07666016e+02]"
CHA,Roll With It,Corbin Easton,True,"[-1.08411690e+02  1.55542389e+02 -3.31722908e+01  4.81709213e+01
 -1.10160618e+01  3.41002579e+01 -1.99242249e+01  1.78917942e+01
 -9.28506660e+00  4.81047201e+00 -9.52108860e-01  7.74141216e+00
 -7.29038775e-01  6.40745103e-01  4.87803966e-01  4.70984101e-01
  3.63001972e-01  3.65667373e-01  4.78700906e-01  3.50341737e-01
  4.43473309e-01  3.50291282e-01  3.74672174e-01  3.93879056e-01
  4.21336442e-01  1.56382253e+01  1.06472181e+01  1.60159582e+01
  1.85369149e+01  1.87764134e+01  2.00233425e+01  4.72393606e+01
  5.61744525e-02  1.20185320e+02]"
CHA,Roller Coaster,Luke Bryan,True,"[-5.87137184e+01  1.39068192e+02 -3.76998940e+01  6.28305550e+01
 -1.18817482e+01  3.97075043e+01 -1.96672878e+01  1.77807999e+01
 -4.33989906e+00  1.22113695e+01 -7.79775620e+00  7.69324350e+00
  5.89690638e+00  4.13161844e-01  4.07661408e-01  5.15672982e-01
  7.45070398e-01  4.87837136e-01  4.46378291e-01  3.88773859e-01
  5.77079356e-01  5.66856921e-01  4.15179312e-01  4.31588620e-01
  3.46310973e-01  1.21005420e+01  1.11096459e+01  1.60802324e+01
  1.89898168e+01  1.83470346e+01  1.80202063e+01  4.88479080e+01
  7.58735019e-02  1.07666016e+02]"
CHA,Sangria,Blake Shelton,True,"[-1.03093483e+02  1.58664902e+02 -2.69992504e+01  4.90293922e+01
 -5.22494173e+00  3.00513077e+01 -1.65255165e+01  9.42783356e+00
 -9.29491138e+00  7.82462931e+00 -1.12720144e+00  6.55015898e+00
  2.10712433e+00  4.25389618e-01  5.61937153e-01  3.85753393e-01
  4.04877454e-01  5.50042331e-01  4.34759229e-01  4.62830901e-01
  3.89662355e-01  5.36221147e-01  6.04740977e-01  4.33257103e-01
  4.49206561e-01  1.78549863e+01  1.02464083e+01  1.62148486e+01
  1.84720542e+01  1.89356635e+01  1.84751415e+01  4.63016156e+01
  5.46612341e-02  1.14843750e+02]"
CHA,Saturday Afternoon,Chuck Wicks,True,"[-9.52038956e+01  1.23409500e+02 -1.10436039e+01  4.76463509e+01
 -1.53468657e+01  3.16186199e+01 -1.72361164e+01  1.72078228e+01
 -1.45897970e+01  1.05632448e+01 -8.37295341e+00  3.02729797e+00
 -2.21983790e+00  5.53982317e-01  4.41866428e-01  4.36398149e-01
  3.55675787e-01  3.64105999e-01  4.54450876e-01  3.80971670e-01
  4.59518760e-01  4.39800143e-01  4.44445193e-01  3.88663083e-01
  3.97452116e-01  1.81180303e+01  1.08283989e+01  1.58773211e+01
  1.86191017e+01  1.81995624e+01  1.71692875e+01  4.88836688e+01
  6.84969403e-02  1.01332721e+02]"
CHA,She Wants a Cowboy,Dustin Lynch,True,"[-8.58076782e+01  1.51835190e+02 -3.25247307e+01  4.26179810e+01
 -9.92509460e+00  2.93328362e+01 -1.26279001e+01  1.46234312e+01
 -8.12982082e+00  8.34315681e+00 -2.43227696e+00  4.16647196e+00
 -1.07657480e+00  3.45127940e-01  3.06889027e-01  2.82197982e-01
  4.58067775e-01  5.19196510e-01  4.03860003e-01  4.93920326e-01
  4.48567629e-01  6.00876987e-01  4.26906675e-01  3.98064673e-01
  5.42332113e-01  1.77321497e+01  1.04211697e+01  1.58972831e+01
  1.85787021e+01  1.90542909e+01  1.89622324e+01  4.73752290e+01
  6.20398743e-02  1.05468750e+02]"
CHA,Since You Brought It Up,James Otto,True,"[-1.16303551e+02  1.66429291e+02 -2.68813591e+01  4.61606712e+01
 -1.09724407e+01  3.03591995e+01 -1.22854586e+01  1.33085842e+01
  2.82154828e-01  5.91705799e+00 -1.21708906e+00 -4.20240450e+00
  6.33721733e+00  4.14930791e-01  4.06016171e-01  5.41184545e-01
  4.77968961e-01  5.19988179e-01  4.32825059e-01  4.25454199e-01
  5.00222981e-01  4.32271302e-01  4.97801453e-01  4.56584603e-01
  4.88130361e-01  1.68146013e+01  1.13646252e+01  1.60210621e+01
  1.88406672e+01  1.85826255e+01  1.83132143e+01  4.57993848e+01
  4.67211838e-02  1.12347147e+02]"
CHA,Singing Me Home,Lady Antebellum,True,"[-1.37129425e+02  1.33465027e+02 -2.34840536e+00  5.82908401e+01
 -1.78092051e+00  2.98736515e+01 -6.77123356e+00  1.60211449e+01
 -7.94602776e+00  1.22633743e+01 -3.95408487e+00  2.91832900e+00
  5.47748744e-01  4.52790529e-01  5.08930504e-01  3.91761690e-01
  3.78887743e-01  3.87743324e-01  4.79172409e-01  5.81977427e-01
  5.08260012e-01  5.25097013e-01  5.35104990e-01  5.84492207e-01
  4.72993702e-01  1.28969721e+01  1.24753318e+01  1.73067442e+01
  1.82315545e+01  1.79484905e+01  1.74404367e+01  4.57236319e+01
  4.26938084e-02  1.12347147e+02]"
CHA,Sleepin' Around,Austin Burke,True,"[-1.89728836e+02  1.42412247e+02  8.03965664e+00  5.61260872e+01
  2.69675970e+00  2.74087448e+01 -4.77891493e+00  2.05440979e+01
  6.33029270e+00  6.50414181e+00  4.91677141e+00  3.76317191e+00
  2.72571504e-01  5.25739014e-01  4.68151271e-01  4.71627295e-01
  5.46426773e-01  5.95733762e-01  5.05009294e-01  4.82819468e-01
  4.52041417e-01  5.42711556e-01  4.95138854e-01  4.88569438e-01
  6.23972416e-01  1.74745481e+01  1.19880844e+01  1.71750727e+01
  2.00908846e+01  1.86907400e+01  2.18736656e+01  4.44894615e+01
  3.59915772e-02  1.07666016e+02]"
CHA,Smooth (The Voice Performance),Josh Gallagher & Adam Levine,True,"[-6.04511070e+01  1.41898087e+02 -5.65334396e+01  5.77056389e+01
 -1.80484390e+01  2.68799286e+01 -9.66865158e+00  2.15850124e+01
 -3.22260714e+00  5.70992422e+00  1.05273783e+00  2.34964800e+00
  1.00038700e-01  5.29620111e-01  4.51148361e-01  4.75121081e-01
  4.49413985e-01  5.51710248e-01  4.26773131e-01  3.80514860e-01
  4.30689275e-01  5.17704964e-01  5.45774102e-01  4.27981496e-01
  4.74906325e-01  1.73240000e+01  1.06927890e+01  1.51086940e+01
  1.71599544e+01  1.76847132e+01  1.94440120e+01  5.01590723e+01
  8.35975671e-02  1.14843750e+02]"
CHA,So What If I Do,Trace Adkins,True,"[-1.04277122e+02  1.38520844e+02 -1.94891605e+01  6.30333176e+01
 -4.17222595e+00  2.68782024e+01 -6.30680799e+00  1.85298290e+01
 -5.53648710e+00  7.47949505e+00 -4.74730015e+00  8.18895245e+00
  1.04883587e+00  4.76237684e-01  5.36964178e-01  4.86524552e-01
  5.58361351e-01  6.05249107e-01  5.84632635e-01  6.33090198e-01
  5.39488554e-01  5.35129666e-01  4.27496761e-01  4.30388927e-01
  4.79842812e-01  1.66938775e+01  1.08228995e+01  1.56291106e+01
  1.83320203e+01  1.79197496e+01  1.81924318e+01  4.73657320e+01
  4.68232240e-02  1.03359375e+02]"
CHA,Somebody's Mama,Joe Nichols,True,"[-8.58627167e+01  1.62405487e+02 -4.07778091e+01  4.42242508e+01
 -6.33355713e+00  2.72220726e+01 -1.59742060e+01  1.98326187e+01
 -2.36005640e+00  7.85058594e+00 -5.45912504e+00  8.18651581e+00
 -2.20540547e+00  5.00417948e-01  4.03953940e-01  4.97080564e-01
  4.41524953e-01  5.43677330e-01  4.49678689e-01  4.23852980e-01
  6.01622701e-01  4.53733742e-01  4.30144966e-01  3.62670332e-01
  4.76899058e-01  1.67035248e+01  1.08922757e+01  1.53024344e+01
  1.83429527e+01  1.78663058e+01  2.05037307e+01  4.73251991e+01
  6.06969119e-02  1.07666016e+02]"
CHA,Somewhere With You,Kenny Chesney,True,"[-1.28884308e+02  1.38784470e+02 -1.35046453e+01  4.86786575e+01
 -2.68643045e+00  2.51258125e+01 -8.45732594e+00  1.52535934e+01
 -4.19896454e-01  3.16924286e+00 -4.40136194e+00  3.60408068e+00
  1.80613482e+00  5.17563343e-01  5.18297374e-01  4.25515711e-01
  4.36948448e-01  4.53063577e-01  4.46565032e-01  5.12214184e-01
  5.25149882e-01  6.04358852e-01  5.23587406e-01  5.11617005e-01
  6.00297034e-01  1.56269755e+01  1.15526206e+01  1.55623906e+01
  1.64587615e+01  1.66811137e+01  1.80806190e+01  4.60766196e+01
  4.86418072e-02  1.12347147e+02]"
CHA,South Of Santa Fe,Brooks & Dunn,True,"[-1.51582703e+02  1.46656754e+02 -2.82585983e+01  4.77881355e+01
  6.82530642e-01  2.50141182e+01 -3.82017159e+00  1.80455894e+01
 -3.87727809e+00  1.79973431e+01 -3.18351889e+00  2.99430609e+00
  1.63260293e+00  5.25450587e-01  5.53450167e-01  6.33452654e-01
  4.97690260e-01  3.94360512e-01  3.75913858e-01  4.21161473e-01
  3.89643312e-01  3.77962351e-01  4.81304049e-01  4.86217201e-01
  5.53638399e-01  1.58413040e+01  1.19284271e+01  1.79549139e+01
  1.85295131e+01  1.88672915e+01  1.90578594e+01  4.49369171e+01
  4.60981717e-02  1.07666016e+02]"
CHA,Southern Girl,Tim McGraw,True,"[-9.13564148e+01  1.36551697e+02 -3.48603821e+01  5.01371956e+01
 -1.34799709e+01  2.94893341e+01 -9.05232048e+00  1.05286627e+01
 -7.59544754e+00  1.03327732e+01 -5.64343214e-01  1.33051372e+00
  7.11980402e-01  3.92606258e-01  4.26599801e-01  5.29739976e-01
  4.60010022e-01  3.73170584e-01  3.19765627e-01  3.85979086e-01
  4.77831572e-01  3.78921092e-01  3.92719388e-01  3.88281554e-01
  4.65032935e-01  1.49317816e+01  1.18308109e+01  1.70925001e+01
  1.82043393e+01  1.71324636e+01  1.68281145e+01  4.63652260e+01
  6.14469074e-02  1.09956782e+02]"
CHA,Staying With Me,Los Lonely Boys,True,"[-8.13562393e+01  1.44972916e+02 -1.15987577e+01  5.34583435e+01
 -7.78944349e+00  3.65047417e+01 -1.64113369e+01  1.18043146e+01
 -1.56750479e+01  1.57754507e+01 -1.00967579e+01 -3.46250629e+00
 -4.95616722e+00  5.16957641e-01  4.70031887e-01  3.80773306e-01
  4.09059256e-01  3.57399195e-01  2.92079240e-01  3.25012535e-01
  3.36099714e-01  3.84685069e-01  3.84540111e-01  4.87509817e-01
  5.92206717e-01  1.07803500e+01  1.10201851e+01  1.63513489e+01
  1.68202451e+01  1.85721590e+01  1.74597977e+01  4.77931943e+01
  4.96130787e-02  1.12347147e+02]"
CHA,Stealin',Hali Hicks,True,"[-1.92662384e+02  1.18791527e+02 -4.72357512e+00  5.14352036e+01
  2.43648553e+00  2.77929878e+01 -2.22421479e+00  1.13211699e+01
  3.16780388e-01  3.86766267e+00 -6.54984188e+00  4.33494186e+00
 -3.04724288e+00  6.26047730e-01  5.19023240e-01  4.54803407e-01
  4.21377271e-01  5.10890484e-01  4.16729093e-01  3.53811711e-01
  3.92294884e-01  3.70632708e-01  3.47992152e-01  3.94984961e-01
  5.08492112e-01  1.73338279e+01  1.36748385e+01  1.75861095e+01
  1.79366680e+01  1.73729677e+01  1.82694237e+01  4.47920854e+01
  5.26725840e-02  1.05468750e+02]"
CHA,Sunny In Seattle,Blake Shelton,True,"[-1.03813843e+02  1.51626816e+02 -2.31129417e+01  5.45940056e+01
 -3.33265114e+00  2.87060966e+01 -1.23341856e+01  1.44312897e+01
 -2.75857997e+00  1.08772297e+01 -1.31105947e+00  6.08400106e+00
  1.23450971e+00  4.59858954e-01  4.61713016e-01  5.90884745e-01
  5.27270377e-01  4.62731898e-01  4.27347243e-01  4.86148328e-01
  7.10963905e-01  5.65973222e-01  5.40912271e-01  4.71602201e-01
  4.82552499e-01  1.71741914e+01  1.10539386e+01  1.55443303e+01
  1.79920136e+01  1.72369682e+01  1.76327346e+01  4.68086420e+01
  4.76013750e-02  1.09956782e+02]"
CHA,Ten Times Crazier,Blake Shelton,True,"[-8.22801895e+01  1.57595688e+02 -3.63628654e+01  4.32695007e+01
 -2.55622888e+00  2.85776653e+01 -1.72652569e+01  1.41485195e+01
 -2.64475513e+00  8.24388695e+00 -4.65621042e+00  4.06623459e+00
 -6.18816912e-01  5.68799376e-01  4.44644362e-01  4.87363547e-01
  4.07130003e-01  4.39593047e-01  3.65672797e-01  3.82584184e-01
  5.92410326e-01  4.67454612e-01  5.06885707e-01  4.10717130e-01
  4.10715878e-01  1.76226962e+01  1.12307400e+01  1.53390326e+01
  1.78855256e+01  1.67277734e+01  1.82277771e+01  4.63988324e+01
  5.20473043e-02  1.09956782e+02]"
CHA,Texas Time,Keith Urban,True,"[-1.39609818e+02  1.33548813e+02 -7.50951672e+00  4.85825005e+01
  7.17105436e+00  3.31018562e+01  2.74203002e-01  1.72700329e+01
  1.15584564e+00  6.31735563e+00  1.08778751e+00  1.02066641e+01
  1.09016693e+00  5.34382463e-01  4.66008097e-01  4.70790714e-01
  4.69810426e-01  4.75868970e-01  5.55860817e-01  4.78501827e-01
  4.60937828e-01  4.67915952e-01  5.14156699e-01  6.19120955e-01
  5.84928274e-01  1.66986828e+01  1.28020675e+01  1.67378782e+01
  1.70392990e+01  1.75102576e+01  1.87086403e+01  4.45170884e+01
  4.30874190e-02  1.12347147e+02]"
CHA,This Pretender,Joe Diffie,True,"[-8.44218292e+01  1.47227173e+02 -3.58810959e+01  5.05071983e+01
 -1.29057388e+01  3.03717251e+01 -1.62221813e+01  1.98494453e+01
 -9.30655766e+00  1.49313231e+01 -9.54841995e+00  8.99148273e+00
 -3.60632777e+00  5.50585687e-01  3.77260476e-01  4.07321751e-01
  2.99591541e-01  3.96441340e-01  4.57697302e-01  3.27433944e-01
  3.89425457e-01  3.43987823e-01  4.27040845e-01  4.50872898e-01
  4.48204100e-01  1.54706091e+01  1.04975462e+01  1.63504633e+01
  1.84722701e+01  1.85240962e+01  1.93902128e+01  4.86034119e+01
  7.11344905e-02  1.03359375e+02]"
CHA,Turnin' Me On,Blake Shelton,True,"[-8.97995834e+01  1.55163116e+02 -1.94410076e+01  6.34936867e+01
 -8.54740524e+00  2.62549438e+01 -1.57250233e+01  1.34936314e+01
 -8.52514148e-01  4.40011740e+00 -2.47417426e+00  2.24316669e+00
 -5.91441989e-01  4.21698570e-01  4.36746925e-01  4.47933316e-01
  4.22906548e-01  4.67537671e-01  3.98224831e-01  4.27439928e-01
  3.89557451e-01  4.56988841e-01  6.13120139e-01  5.06331444e-01
  5.59942961e-01  1.87673582e+01  1.06063695e+01  1.69262331e+01
  1.95998880e+01  1.82537787e+01  1.87526083e+01  4.75044555e+01
  4.69823312e-02  1.09956782e+02]"
CHA,What's Up With That,Scotty Emerick,True,"[-8.40237122e+01  1.49936356e+02 -3.28185425e+01  5.21068001e+01
 -1.77536106e+01  2.74038582e+01 -8.39865208e+00  1.18521624e+01
 -3.02589488e+00  2.31380010e+00 -1.87275290e+00  5.07397056e-01
 -2.53413963e+00  4.43033278e-01  5.29167771e-01  4.28349227e-01
  3.87995541e-01  4.48436409e-01  3.90120208e-01  4.00045753e-01
  4.06193554e-01  5.56137860e-01  5.50778389e-01  4.31237698e-01
  4.56566721e-01  1.86131234e+01  1.09510101e+01  1.62175330e+01
  1.74043796e+01  1.79179779e+01  1.79023883e+01  4.79254887e+01
  6.06615757e-02  1.14843750e+02]"
CHA,When I Get It,Craig Campbell,True,"[-7.99564819e+01  1.50228607e+02 -4.74933281e+01  4.55814323e+01
 -1.18857727e+01  3.01317902e+01 -1.77306271e+01  1.76664600e+01
 -2.40635824e+00  6.07143211e+00 -4.77947950e+00  8.18643188e+00
  8.07594061e-01  3.59077781e-01  3.98684710e-01  2.85618186e-01
  3.21898788e-01  4.75258380e-01  4.11241740e-01  4.11107063e-01
  4.45285469e-01  5.66935480e-01  4.77617949e-01  3.40011895e-01
  4.24589634e-01  1.49669411e+01  1.07242847e+01  1.59138263e+01
  1.81689241e+01  1.83770904e+01  1.93679819e+01  4.80779286e+01
  6.47435616e-02  1.09956782e+02]"
CHA,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,True,"[-1.03610985e+02  1.16560783e+02 -2.15456409e+01  5.34372711e+01
 -1.20762310e+01  3.77720108e+01 -1.82141323e+01  2.35065212e+01
 -1.11427498e+01  1.53604012e+01 -4.64189529e+00  5.89831638e+00
 -2.79285979e+00  4.44113851e-01  4.72015083e-01  4.07900631e-01
  4.24833268e-01  5.05878866e-01  3.94902468e-01  3.81922871e-01
  3.77372384e-01  5.34653723e-01  6.55856550e-01  4.82242584e-01
  4.71180975e-01  1.33005102e+01  1.20772711e+01  1.65230410e+01
  1.79732974e+01  1.69149745e+01  1.76277695e+01  4.92605461e+01
  8.51801350e-02  1.05468750e+02]"
CHA,Why's It Feel So Long,Keith Urban,True,"[-1.39319229e+02  1.43832825e+02 -1.37230539e+01  4.67516556e+01
 -4.43241024e+00  3.29508018e+01 -5.02810049e+00  1.58996468e+01
 -1.94644228e-01 -2.30622709e-01 -2.48880005e+00  5.67690325e+00
  1.03499436e+00  5.96082687e-01  4.78358597e-01  3.96275640e-01
  4.31111187e-01  3.44194859e-01  3.67167234e-01  3.55805308e-01
  4.44447517e-01  5.03252983e-01  4.49021906e-01  4.25120115e-01
  4.43865925e-01  1.68292600e+01  1.32038650e+01  1.78240806e+01
  1.91833149e+01  1.88424965e+01  1.90765438e+01  4.63429290e+01
  4.95410837e-02  1.12347147e+02]"
CHA,Wicked Game,Emily B,True,"[-1.40588364e+02  1.53818039e+02 -1.16674824e+01  5.42244720e+01
 -6.40038681e+00  2.25118961e+01  2.69989872e+00  1.59940739e+01
  8.53074360e+00  2.81603360e+00  3.68710470e+00  4.16525650e+00
  1.08445227e+00  3.77232820e-01  4.14430320e-01  3.32356066e-01
  3.59178811e-01  3.57673973e-01  3.22167993e-01  4.56324190e-01
  3.36933136e-01  3.01261723e-01  3.24650139e-01  3.41778398e-01
  3.96855414e-01  1.84058350e+01  1.18913332e+01  1.86370801e+01
  2.13453315e+01  1.88472480e+01  2.06360059e+01  4.66527426e+01
  3.15113363e-02  1.12347147e+02]"
CHA,Wonderful Waste Of Time,Alabama,True,"[-1.16696083e+02  1.40888504e+02 -3.72941132e+01  5.39574165e+01
  1.48443258e+00  2.45905838e+01 -1.22294779e+01  2.01743336e+01
 -5.19901991e+00  1.17255955e+01 -8.34502125e+00  3.67863154e+00
  2.81795502e+00  4.97551352e-01  5.32657325e-01  4.41318661e-01
  5.25551260e-01  5.76847136e-01  4.70689565e-01  4.91308719e-01
  4.24312353e-01  4.89818335e-01  4.22771394e-01  4.29657221e-01
  5.31442761e-01  1.63283266e+01  1.16470508e+01  1.54521158e+01
  1.74463533e+01  1.73672230e+01  1.95622415e+01  4.63394213e+01
  6.28131122e-02  1.17453835e+02]"
CHA,You & Me,Native Mind,True,"[-1.32024689e+02  1.52049805e+02 -2.29118786e+01  3.85253487e+01
  1.90596282e+00  3.01331692e+01 -7.48938560e+00  1.34283209e+01
 -4.50988293e+00  8.73990822e+00 -7.26172781e+00  5.80455399e+00
  3.25869107e+00  5.86469054e-01  5.62713861e-01  5.14738858e-01
  4.37565535e-01  4.15600628e-01  5.30032814e-01  4.52307820e-01
  4.84782457e-01  5.60664475e-01  5.68099856e-01  6.14210546e-01
  5.61990976e-01  1.37305337e+01  1.01149681e+01  1.41835551e+01
  1.62458927e+01  1.72014779e+01  1.77356226e+01  4.44319465e+01
  4.63275732e-02  1.32512019e+02]"
CHA,You've Got To Talk To Me,Lee Ann Womack,True,"[-1.27787971e+02  1.47140213e+02 -1.89134979e+01  4.69123802e+01
 -1.03065624e+01  2.33104439e+01 -1.65749531e+01  1.77654228e+01
 -7.13427639e+00  8.02792835e+00 -4.42217445e+00  3.21747327e+00
 -3.89748621e+00  4.88390863e-01  4.81643856e-01  3.83810729e-01
  4.54239309e-01  4.41968173e-01  3.73404920e-01  4.59688872e-01
  3.53628695e-01  3.55959684e-01  3.26849103e-01  4.70215470e-01
  5.48739493e-01  1.75102649e+01  1.02543128e+01  1.56758472e+01
  1.83473766e+01  1.77893191e+01  1.86158484e+01  4.61220431e+01
  5.60924424e-02  1.12347147e+02]"
ECS,About The South,Rodney Akins,True,"[-4.30601768e+01  1.36390594e+02 -3.20138474e+01  4.45832291e+01
 -1.92714958e+01  3.70254936e+01 -2.17345448e+01  1.97173882e+01
 -1.09186049e+01  1.08868837e+01 -8.36233044e+00  6.26493359e+00
 -6.89837408e+00  4.19261724e-01  4.14922506e-01  4.09877896e-01
  5.39335966e-01  4.07668173e-01  3.62591714e-01  3.80028814e-01
  4.31408048e-01  4.84147727e-01  4.54923451e-01  5.35648882e-01
  4.24909323e-01  1.47694721e+01  1.05208801e+01  1.55394786e+01
  1.74914540e+01  1.73717037e+01  1.86595734e+01  4.99624999e+01
  7.87978984e-02  1.39674831e+02]"
ECS,All Shook Up,Rodney Crowell,True,"[-1.48878708e+02  1.51225189e+02 -3.01472702e+01  5.83103409e+01
 -1.05234194e+01  2.19358730e+01 -1.55377741e+01  1.64404659e+01
 -6.48603344e+00  7.40711868e-01 -4.11235666e+00  1.28988361e+00
 -3.80530643e+00  4.69849586e-01  4.62569714e-01  4.56705660e-01
  4.07090843e-01  4.11453575e-01  5.00972390e-01  4.75777686e-01
  5.23062050e-01  4.69526082e-01  4.70600247e-01  5.50606906e-01
  5.00904500e-01  2.21120241e+01  1.13948229e+01  1.54943506e+01
  1.73187956e+01  1.70181862e+01  1.86655728e+01  4.53812823e+01
  4.91932022e-02  1.56605114e+02]"
