Dance,Song Title,Artist/Group,Found,Feature
WCS,Fast Company,Eagles,True,"[-1.38169754e+02  1.11883438e+02 -1.48454962e+01  5.00755119e+01
 -1.32777100e+01  3.12789822e+01 -2.44093952e+01  1.90587959e+01
 -1.47164927e+01  1.20983543e+01 -7.98927450e+00  3.00388169e+00
 -5.82575226e+00  4.25766945e-01  4.21896785e-01  4.50099617e-01
  4.71871912e-01  5.22590160e-01  4.31242049e-01  3.32018107e-01
  3.93663704e-01  4.97396976e-01  5.48232615e-01  5.29252291e-01
  5.14304638e-01  1.24509095e+01  1.05270964e+01  1.52405852e+01
  1.70351865e+01  1.60078436e+01  1.68919887e+01  4.75525504e+01
  1.07688124e-01  1.09956782e+02]"
WCS,Fever,Ruby Wilson,True,"[-2.19612274e+02  1.28898132e+02  1.19067574e+01  4.44523201e+01
  1.32585466e+00  3.89871674e+01 -1.68445313e+00  1.46370029e+01
 -4.32645512e+00  7.78805733e+00 -7.69005775e+00  2.64790237e-01
  4.12267256e+00  5.56843102e-01  5.17380476e-01  4.98366177e-01
  3.96947324e-01  3.11227947e-01  2.36039013e-01  2.48452961e-01
  2.81535089e-01  3.68869215e-01  5.05466461e-01  4.38177019e-01
  4.48821217e-01  1.28221000e+01  1.52021765e+01  1.91381151e+01
  1.90483598e+01  1.82778105e+01  1.88413851e+01  4.33009818e+01
  4.36042337e-02  1.17453835e+02]"
WCS,Fire,Tessanne Chin,True,"[-1.26756752e+02  1.21424957e+02 -1.06072636e+01  5.44729958e+01
 -1.98314209e+01  3.58498955e+01 -3.53750467e+00  1.50504513e+01
  8.26252270e+00  7.63368940e+00  7.96627474e+00  3.05218363e+00
  1.11155570e+00  6.07071161e-01  5.04257739e-01  4.96713459e-01
  5.01756489e-01  5.10237873e-01  4.57177043e-01  4.20142263e-01
  4.81294572e-01  4.69853491e-01  5.28198242e-01  5.76510727e-01
  5.48975766e-01  1.74858184e+01  1.15945918e+01  1.49424258e+01
  1.97289268e+01  1.82513128e+01  1.97256655e+01  4.58653087e+01
  6.50224715e-02  1.12347147e+02]"
WCS,Fireworks,Ronnie Milsap,True,"[-6.66230621e+01  1.32715820e+02 -2.77272301e+01  4.84484558e+01
 -1.32475176e+01  3.97391930e+01 -1.45707693e+01  1.67742538e+01
 -1.20194569e+01  1.51284199e+01 -9.05956554e+00  4.47497177e+00
  8.66689503e-01  4.03458685e-01  4.10532236e-01  4.04754490e-01
  3.77813548e-01  4.68854576e-01  3.56427848e-01  3.77908021e-01
  4.25279558e-01  5.35570860e-01  4.93824542e-01  4.31075662e-01
  5.31273127e-01  1.75051117e+01  1.10667624e+01  1.60908312e+01
  1.85875048e+01  1.85019811e+01  1.65934713e+01  4.98100854e+01
  6.88465225e-02  1.09956782e+02]"
WCS,Fix (Acoustic),Chris Lane,True,"[-1.55120377e+02  1.34106339e+02 -2.12919788e+01  5.24608994e+01
 -1.06325293e+01  3.73115807e+01 -1.72078438e+01  8.49139881e+00
 -5.97411108e+00  5.06101084e+00 -6.70617199e+00  7.72054851e-01
  1.22425544e+00  3.68594944e-01  5.72648227e-01  4.46663916e-01
  4.13861245e-01  4.27051753e-01  4.97710526e-01  6.10976458e-01
  4.39064562e-01  3.35411042e-01  2.88698971e-01  3.78117442e-01
  3.35566819e-01  2.04068310e+01  1.45918783e+01  1.88416423e+01
  1.98507597e+01  1.94111378e+01  1.94752457e+01  4.67768600e+01
  5.96234112e-02  1.39674831e+02]"
WCS,Float Your Boat,Ryan Follese,True,"[-1.29425964e+02  1.19367950e+02 -3.24523506e+01  4.14674110e+01
 -6.11431503e+00  2.71379757e+01 -1.53719978e+01  1.83410263e+01
 -5.51035738e+00  5.31070185e+00 -4.24177551e+00  5.63508749e+00
  6.87397003e-01  5.73845267e-01  5.14795005e-01  4.28879112e-01
  4.28172439e-01  4.58656907e-01  4.44792628e-01  4.14162755e-01
  4.31035578e-01  4.20337826e-01  4.99467880e-01  4.87917781e-01
  5.19995809e-01  1.37245186e+01  1.25608275e+01  1.57403197e+01
  1.72273769e+01  1.71323290e+01  1.93512713e+01  4.69517121e+01
  8.60219666e-02  9.57031250e+01]"
WCS,Free,Faith Hill,True,"[-9.34661407e+01  1.36275543e+02 -3.19743977e+01  5.40732384e+01
 -1.44845924e+01  3.31099091e+01 -1.39062624e+01  2.43755550e+01
 -4.29251623e+00  1.42679272e+01 -4.30622578e+00  5.62172556e+00
 -4.85984862e-01  5.39634109e-01  5.50914884e-01  4.67149675e-01
  5.00213146e-01  4.49497670e-01  4.42065358e-01  3.70985508e-01
  3.88488263e-01  5.05248010e-01  4.14132804e-01  3.98928672e-01
  4.65264797e-01  1.60014714e+01  1.05077768e+01  1.55557332e+01
  1.77315194e+01  1.75502364e+01  1.77179185e+01  4.77531977e+01
  6.58777196e-02  1.05468750e+02]"
WCS,Fresh Coat Of Paint,Lee Roy Parnell,True,"[-1.56063034e+02  1.60070847e+02 -3.94503670e+01  3.91597557e+01
 -5.77567530e+00  1.93295193e+01 -1.20653591e+01  7.21343088e+00
 -4.06308889e+00 -7.28913307e-01 -5.28410578e+00  4.99699652e-01
 -1.79972792e+00  4.65486169e-01  5.24905324e-01  4.38878298e-01
  3.41035575e-01  3.76332045e-01  4.40402389e-01  3.37966830e-01
  3.70619684e-01  4.42907900e-01  4.84371990e-01  5.31893432e-01
  4.05109733e-01  1.30565383e+01  1.06697490e+01  1.57201664e+01
  1.65678397e+01  1.63123797e+01  1.87255134e+01  4.44350414e+01
  5.33776062e-02  1.20185320e+02]"
WCS,Friday Night Bleu,Chris Thomas King,True,"[-1.14147110e+02  1.66433975e+02 -2.66074696e+01  4.32413292e+01
 -7.37585354e+00  1.63716316e+01  2.83994126e+00  9.78978825e+00
 -5.73443353e-01  6.75459576e+00 -3.27450442e+00  1.99499452e+00
  1.23893201e+00  5.13645113e-01  5.36336303e-01  5.32881081e-01
  4.03401136e-01  3.16272408e-01  3.48464280e-01  3.57734293e-01
  4.30485159e-01  4.10826653e-01  3.77439350e-01  3.94348502e-01
  4.34749126e-01  1.18302444e+01  1.22411932e+01  1.63446878e+01
  1.74472647e+01  1.68123617e+01  1.72581272e+01  4.54651838e+01
  4.08102219e-02  1.09956782e+02]"
WCS,Gemini,Keith Urban,True,"[-1.18105965e+02  1.20888039e+02 -2.34967613e+01  5.95372849e+01
 -1.07736902e+01  2.92706261e+01 -1.69483032e+01  1.54526987e+01
 -5.07200861e+00  3.25080585e+00 -3.81508541e+00  5.11060476e+00
 -2.44538069e-01  4.77797836e-01  4.88641739e-01  5.71394145e-01
  5.03250718e-01  4.71985668e-01  5.67640483e-01  4.81728137e-01
  4.18260932e-01  4.26665276e-01  5.09337366e-01  4.77975845e-01
  4.66968536e-01  1.57991824e+01  1.13129837e+01  1.52085848e+01
  1.65758901e+01  1.68190559e+01  1.86873939e+01  4.62682706e+01
  6.85883986e-02  1.03359375e+02]"
WCS,Good Ole Days,Shannon Brown,True,"[-7.56464996e+01  1.40053452e+02 -3.70669518e+01  5.23910828e+01
 -7.21962547e+00  2.97304840e+01 -2.07644272e+01  1.36692238e+01
 -2.93229818e+00  7.28011751e+00 -3.93955708e+00  4.99938202e+00
 -6.91174507e+00  3.74017328e-01  4.04612720e-01  3.68288368e-01
  4.11545098e-01  4.69794691e-01  4.72377151e-01  4.83244538e-01
  4.82805789e-01  5.04930973e-01  3.46559942e-01  3.02016556e-01
  3.81534576e-01  1.51745154e+01  1.13059811e+01  1.66818757e+01
  1.83095950e+01  1.84962267e+01  2.02208212e+01  4.92747373e+01
  6.91250544e-02  1.01332721e+02]"
WCS,Groove Me,Etta James,True,"[-1.42494888e+02  1.22339394e+02 -6.05087900e+00  3.61846275e+01
 -1.09412384e+00  3.28417435e+01 -9.62518787e+00  1.46912146e+01
 -1.40226984e+01  8.32466507e+00 -1.00171747e+01  6.52378130e+00
 -8.86128807e+00  4.22257900e-01  4.32063192e-01  4.23317164e-01
  3.75646174e-01  3.37890565e-01  3.92837375e-01  3.66007268e-01
  3.60665888e-01  4.20474917e-01  4.28796917e-01  4.95882243e-01
  4.69370455e-01  1.41027700e+01  1.10315967e+01  1.81407756e+01
  1.76316134e+01  1.89276008e+01  1.87821406e+01  4.65310430e+01
  7.19506231e-02  9.93840144e+01]"
WCS,Head Over Boots,Jon Pardi,True,"[-6.36838226e+01  1.50046448e+02 -2.56396523e+01  5.43478851e+01
 -1.51317139e+01  2.81387806e+01 -1.24318228e+01  1.33808498e+01
 -9.80216885e+00  6.70026779e+00  8.29378963e-02 -1.25356889e+00
 -8.00119519e-01  4.32765633e-01  4.19259369e-01  5.69164991e-01
  4.59292114e-01  4.26247388e-01  3.55333179e-01  3.99939239e-01
  4.58126962e-01  3.59447092e-01  4.47868884e-01  4.22036320e-01
  4.79340971e-01  1.49464218e+01  1.04829210e+01  1.59578069e+01
  1.76189578e+01  1.82112514e+01  1.88740343e+01  4.89627880e+01
  5.15357806e-02  1.07666016e+02]"
WCS,Home USA,Fats Domino,True,"[-1.42628906e+02  1.25710365e+02 -3.34284139e+00  3.85344505e+01
 -2.75689831e+01  4.24048157e+01 -2.91032505e+01  1.59346380e+01
 -7.33583307e+00  8.64384651e+00 -1.15188475e+01  7.31998682e+00
 -3.22354674e+00  5.12331843e-01  4.41364825e-01  4.79295135e-01
  4.43846673e-01  4.70235527e-01  4.27434713e-01  4.51482385e-01
  5.41173637e-01  4.73767161e-01  5.09260595e-01  4.60957289e-01
  4.87105280e-01  1.96674620e+01  1.15203324e+01  1.51296232e+01
  1.70112798e+01  1.61618617e+01  1.73724428e+01  4.78575226e+01
  6.78276322e-02  1.61499023e+02]"
WCS,Honky Tonk Badonkakonk,Trace Adkins,True,"[-3.55931435e+01  1.45875107e+02 -3.71049271e+01  5.20678329e+01
 -1.74528465e+01  3.02124348e+01 -1.96571865e+01  2.17007427e+01
 -1.17920780e+01  1.01575966e+01 -9.87779713e+00  6.54532528e+00
 -2.83300471e+00  3.96556228e-01  4.40442353e-01  5.25033534e-01
  4.63571310e-01  5.51367342e-01  4.79701668e-01  4.40503240e-01
  4.60248977e-01  4.21433210e-01  4.38206762e-01  4.32982206e-01
  4.66125965e-01  1.30482038e+01  1.05034892e+01  1.43409387e+01
  1.66523440e+01  1.63745410e+01  1.76112102e+01  4.45700702e+01
  6.63465376e-02  1.14843750e+02]"
WCS,How Can I Be Down,Mycle Wastman,True,"[-1.47809082e+02  1.46805588e+02 -4.97876787e+00  3.91641655e+01
 -2.60196853e+00  2.94580898e+01 -7.79658175e+00  1.70914040e+01
 -4.03072166e+00  9.11648464e+00  2.20803189e+00  9.27219009e+00
 -2.49354288e-01  4.84531701e-01  4.67867553e-01  5.07496893e-01
  4.68553990e-01  4.18952256e-01  4.80378807e-01  4.35332954e-01
  4.76028264e-01  5.25833726e-01  6.10918999e-01  5.34787297e-01
  4.54294622e-01  1.71828768e+01  1.11645127e+01  1.58432555e+01
  1.79047827e+01  1.80852117e+01  1.87254910e+01  4.49686420e+01
  3.87333259e-02  9.06661184e+01]"
WCS,I Ain't Your Mama,Maggie Rose,True,"[-9.40185165e+01  1.41387650e+02 -3.09061718e+01  3.80168762e+01
 -1.88863277e+01  2.53174877e+01 -2.09662113e+01  1.61487370e+01
 -1.13534765e+01  1.86568916e+00 -7.59537339e-01 -4.44385439e-01
 -6.73091173e+00  3.84751409e-01  3.77293766e-01  4.68540013e-01
  3.62861574e-01  2.63362765e-01  2.53375322e-01  2.41379470e-01
  3.19569826e-01  3.11843097e-01  4.27742839e-01  3.07072490e-01
  2.72657990e-01  1.69000514e+01  1.23642419e+01  1.72516297e+01
  2.01541306e+01  1.95739339e+01  2.01237299e+01  4.78996774e+01
  6.47964714e-02  1.01332721e+02]"
WCS,I Feel Good,Thomas Rhett Feat LunchMoney Lewis,True,"[-1.34163681e+02  1.09460075e+02 -1.53447933e+01  5.03395538e+01
 -8.19679832e+00  3.22921524e+01 -8.51809502e+00  1.89020844e+01
 -6.53648376e+00  1.18181171e+01 -3.27274024e-01  9.18224430e+00
  3.61498332e+00  5.27865648e-01  5.37168622e-01  5.25732577e-01
  5.58876097e-01  5.34699380e-01  5.37148416e-01  5.53631485e-01
  4.80402321e-01  5.10141194e-01  4.98610705e-01  5.76620281e-01
  5.36359906e-01  1.29009608e+01  1.09779056e+01  1.47627029e+01
  1.59242965e+01  1.66701203e+01  1.74094950e+01  4.60148672e+01
  7.35316793e-02  1.07666016e+02]"
WCS,I Hear You Knocking,Wynonna Judd,True,"[-6.69189606e+01  1.47740173e+02 -4.60763626e+01  3.75988007e+01
 -6.78425074e+00  2.65218620e+01 -1.08616018e+01  1.60590267e+01
 -8.44494343e+00  1.42224054e+01 -5.98227882e+00  8.05421448e+00
 -4.51114845e+00  3.95689577e-01  4.34657037e-01  4.66768533e-01
  4.73829955e-01  5.79272807e-01  4.17574286e-01  4.19515610e-01
  4.44846809e-01  4.93503243e-01  5.92583835e-01  4.67491031e-01
  4.37800646e-01  1.59739774e+01  1.01927065e+01  1.32154456e+01
  1.68221924e+01  1.71974814e+01  1.77394993e+01  4.62828658e+01
  6.91120160e-02  1.07666016e+02]"
WCS,I Heard It Through The Grapevine,Michael McDonald,True,"[-1.06126503e+02  1.21988358e+02 -9.76591301e+00  4.44773712e+01
 -1.83195324e+01  3.66221924e+01 -8.72438431e+00  1.84435062e+01
 -9.28008175e+00  1.56207066e+01 -7.60202360e+00  5.51139164e+00
  3.70530415e+00  3.58996421e-01  4.14521813e-01  5.19854903e-01
  6.93294466e-01  5.17266512e-01  4.45374191e-01  4.43474591e-01
  4.02733624e-01  4.24181491e-01  4.52537239e-01  5.14522851e-01
  3.62791091e-01  1.47024900e+01  1.11265098e+01  1.61404161e+01
  1.86147799e+01  1.77488065e+01  1.74386456e+01  4.78492599e+01
  6.50542174e-02  1.09956782e+02]"
WCS,I Sing the Blues (Down and Dirty),Habaka,True,"[-1.50430588e+02  1.84024460e+02 -2.09488392e+01  3.30961571e+01
 -2.75658941e+00  2.45814419e+01 -2.09449196e+00  3.41147900e+00
 -3.83683920e+00 -3.65914655e+00 -3.20541477e+00 -9.86978889e-01
 -1.83680105e+00  2.35031724e-01  2.22692505e-01  3.61747175e-01
  3.58815372e-01  5.14012694e-01  4.52670246e-01  3.26328337e-01
  3.51186335e-01  3.14691275e-01  3.35506767e-01  3.04385543e-01
  3.08475345e-01  2.12468990e+01  1.25983038e+01  1.79700259e+01
  1.98782609e+01  2.14079728e+01  2.09202806e+01  4.36440195e+01
  3.33898208e-02  9.75088443e+01]"
WCS,I'm On Your Side,Keb' Mo,True,"[-2.10016983e+02  1.39945358e+02  1.06363163e+01  4.20964165e+01
  4.15911102e+00  2.69375763e+01 -1.38924813e+00  1.30040350e+01
  1.01489723e+00  1.09045715e+01  1.41298032e+00  9.27670383e+00
 -1.95750105e+00  5.14131367e-01  5.36683202e-01  5.06645739e-01
  4.46334839e-01  4.79008019e-01  4.27663654e-01  4.42388713e-01
  5.03946543e-01  5.30625105e-01  6.06900811e-01  5.38078904e-01
  4.83134508e-01  1.13450500e+01  1.20338298e+01  1.78548801e+01
  1.98454816e+01  1.88129747e+01  1.84980499e+01  4.18908172e+01
  3.53189474e-02  1.07666016e+02]"
WCS,I'm On Your Side,Peach,True,"[-1.44316254e+02  1.42435135e+02 -1.75346298e+01  4.60488701e+01
 -4.84949112e+00  3.34848671e+01 -1.29315147e+01  2.21833687e+01
 -2.54199719e+00  4.70075464e+00  4.00679320e-01  2.68742347e+00
 -3.78026438e+00  5.65335989e-01  4.41005260e-01  4.11129832e-01
  4.24473614e-01  3.89119774e-01  3.55424196e-01  3.84264767e-01
  4.73014444e-01  3.85932893e-01  4.23009902e-01  4.63984728e-01
  4.52646405e-01  1.37495707e+01  1.21462691e+01  1.69312593e+01
  1.92819702e+01  1.85882479e+01  1.99269135e+01  4.59874515e+01
  5.71806822e-02  1.09956782e+02]"
WCS,I'm So Miserable,Billy Ray Cyrus,True,"[-2.15460739e+02  1.35188034e+02 -2.47215252e+01  4.91084557e+01
 -3.30084968e+00  3.60907097e+01 -8.60623837e+00  1.75952911e+01
 -3.52929926e+00  8.13779736e+00  5.23156106e-01  3.13173699e+00
  2.44871998e+00  4.80099380e-01  5.00205100e-01  5.65361738e-01
  5.58590829e-01  5.19214153e-01  4.81638908e-01  4.24309850e-01
  4.25938606e-01  5.20379424e-01  6.61603391e-01  6.03648603e-01
  5.13794065e-01  1.68953922e+01  1.21065928e+01  1.53539294e+01
  1.70205548e+01  1.73970418e+01  1.85388299e+01  4.32524460e+01
  5.36291164e-02  8.20312500e+01]"
WCS,If I Don't Dance,Kelley Hunt,True,"[-1.69481201e+02  1.49440979e+02 -2.08235474e+01  4.12267532e+01
 -1.53777847e+01  2.48823929e+01 -8.56593037e+00  1.71295414e+01
 -4.68542624e+00  6.91729927e+00 -4.47674847e+00  7.18054628e+00
 -2.39194918e+00  4.88229036e-01  4.31423932e-01  4.58194792e-01
  4.78423089e-01  4.50801551e-01  5.22313654e-01  4.74296510e-01
  4.63251680e-01  4.73509043e-01  4.17141557e-01  3.81992787e-01
  4.06324834e-01  1.44202446e+01  9.79112613e+00  1.37023536e+01
  1.68175060e+01  1.68868067e+01  1.77520410e+01  4.44199364e+01
  5.46754063e-02  1.20185320e+02]"
WCS,If I Had No Loot,Sam Moore,True,"[-1.28675110e+02  1.33672974e+02 -1.56042395e+01  5.14130096e+01
 -8.21337795e+00  2.54101200e+01 -6.91401625e+00  1.79084702e+01
 -8.25575066e+00  6.75375938e+00 -1.62065256e+00  5.03504610e+00
 -2.38480043e+00  4.21491593e-01  4.59368497e-01  4.60891336e-01
  3.78851920e-01  3.83919328e-01  4.45042372e-01  4.21811074e-01
  4.47558522e-01  4.58114237e-01  4.93205637e-01  4.69000041e-01
  4.03702736e-01  1.37862565e+01  1.26893878e+01  1.69805540e+01
  1.79181229e+01  1.76080427e+01  1.81126232e+01  4.62135962e+01
  5.04704053e-02  1.07666016e+02]"
WCS,It's Alright,Seal,True,"[-1.10183228e+02  1.53204407e+02 -1.07883263e+01  5.05202408e+01
 -1.68272209e+01  2.26613770e+01 -1.02330551e+01  1.33221979e+01
 -7.30554485e+00  9.44028950e+00 -1.96934450e+00  3.53283644e-01
  1.61531484e+00  4.17242050e-01  4.31364924e-01  4.25714314e-01
  5.01399279e-01  3.97462368e-01  3.94313544e-01  5.56637585e-01
  4.70683753e-01  4.24919069e-01  3.58878732e-01  4.28534627e-01
  4.73958194e-01  1.82155957e+01  1.06162312e+01  1.51997839e+01
  1.77791729e+01  1.75884683e+01  1.80580784e+01  4.75284449e+01
  5.10340829e-02  1.12347147e+02]"
WCS,Just Another Thing,Maren Morris,True,"[-1.04958740e+02  1.61907043e+02 -2.61296310e+01  4.76849670e+01
 -1.40723925e+01  2.29819202e+01 -8.96677876e+00  1.51031485e+01
 -7.76923513e+00  4.74709892e+00  8.49883080e+00  3.82587552e-01
 -4.49330986e-01  3.86731058e-01  4.33421463e-01  3.91479403e-01
  5.01303434e-01  5.47349572e-01  4.33939517e-01  4.39993143e-01
  4.23239350e-01  5.17132759e-01  3.83544296e-01  3.61681581e-01
  3.98124635e-01  1.65793108e+01  1.08247918e+01  1.48009077e+01
  1.73443556e+01  1.80714468e+01  1.79853266e+01  4.65364681e+01
  4.56189607e-02  9.93840144e+01]"
WCS,Kiddeo,Bernard Allison,True,"[-1.60289078e+02  1.64556152e+02 -2.66601448e+01  4.88069534e+01
  3.72417402e+00  1.47989235e+01 -2.58288527e+00  6.51680040e+00
  4.58318043e+00  2.95097828e+00  6.71305370e+00 -2.81894183e+00
 -3.82915902e+00  4.66890424e-01  5.20226359e-01  5.30216396e-01
  5.30767739e-01  4.72652614e-01  4.79892105e-01  3.86015654e-01
  4.01722074e-01  4.24944937e-01  4.18375611e-01  4.59881932e-01
  4.18164164e-01  1.84899592e+01  1.13014225e+01  1.62220143e+01
  1.86182159e+01  1.83578397e+01  2.04530644e+01  4.39145501e+01
  3.66052331e-02  1.03359375e+02]"
WCS,Kiss,Chris Thomas King,True,"[-1.44898987e+02  1.01397224e+02 -3.50767441e+01  5.94744949e+01
 -1.91015415e+01  2.58932762e+01 -1.20391769e+01  8.61489582e+00
 -9.30982780e+00  8.90315533e+00 -1.04198284e+01  6.07182360e+00
 -5.76964521e+00  4.50677454e-01  4.53468949e-01  4.86202031e-01
  5.27055502e-01  5.32181561e-01  4.48386043e-01  5.23461401e-01
  4.88208771e-01  4.76478636e-01  4.66598272e-01  4.81136322e-01
  4.93930548e-01  1.51246383e+01  1.11493699e+01  1.53129382e+01
  1.67449653e+01  1.69794227e+01  1.89657128e+01  4.72046845e+01
  1.24778913e-01  1.01332721e+02]"
WCS,Let's Work Together,Dwight Yoakam,True,"[-1.15141396e+02  1.63770706e+02 -6.07701721e+01  4.34602165e+01
  9.90561843e-01  3.15579567e+01 -1.43190832e+01  2.08437119e+01
 -9.17053604e+00  2.66967511e+00 -9.42695045e+00  5.07891989e+00
 -3.14210486e+00  4.15999174e-01  4.78093475e-01  6.22637928e-01
  4.25104469e-01  4.17008191e-01  3.71825248e-01  4.17070001e-01
  6.07712984e-01  4.71651435e-01  5.80825627e-01  4.31145221e-01
  4.46219385e-01  1.54184888e+01  1.02921904e+01  1.43927302e+01
  1.61670088e+01  1.72584519e+01  2.12906691e+01  4.61858724e+01
  8.30121587e-02  1.17453835e+02]"
WCS,Lie to Me,Jonny Lang,True,"[-1.09807732e+02  1.48106232e+02 -2.19760551e+01  3.84604912e+01
 -1.58740282e+01  2.87112999e+01 -2.18545895e+01  2.10595379e+01
 -1.72560616e+01  8.90459919e+00 -1.10027990e+01 -3.54436152e-02
 -2.73602843e+00  3.74983102e-01  3.62826258e-01  3.71029466e-01
  4.50131923e-01  4.78358537e-01  4.94546741e-01  3.23331863e-01
  3.06195766e-01  3.66913915e-01  4.40099627e-01  5.84653616e-01
  4.36009169e-01  1.66100633e+01  9.59373622e+00  1.44687496e+01
  1.76949494e+01  1.69291287e+01  1.84616886e+01  4.69938916e+01
  7.07777277e-02  1.12347147e+02]"
WCS,Love Is Love Is Love,LeAnn Rimes,True,"[-7.96037292e+01  1.23149765e+02 -1.87282276e+01  5.14512749e+01
 -2.22669754e+01  3.64950790e+01 -1.47307043e+01  1.78319473e+01
 -5.56786013e+00  6.01440430e+00 -1.54870403e+00  8.03820801e+00
 -5.29435349e+00  4.25562441e-01  5.48700809e-01  5.07951081e-01
  5.08894503e-01  4.93390530e-01  5.06663084e-01  4.47013080e-01
  3.68918866e-01  4.19839025e-01  4.15737420e-01  4.33457315e-01
  4.31547433e-01  1.84039699e+01  1.02763994e+01  1.59545567e+01
  1.75003603e+01  1.75317573e+01  1.90134793e+01  4.67997882e+01
  7.58547945e-02  1.05468750e+02]"
WCS,Love Letter,Bonnie Raitt,True,"[-1.95756378e+02  1.45488632e+02 -3.28601418e+01  4.17118683e+01
 -1.26705360e+01  2.36005554e+01 -1.06560259e+01  1.46246672e+01
 -8.63838387e+00  4.35609674e+00 -2.21987650e-01  4.04179096e+00
 -3.71666050e+00  4.04237688e-01  4.32041645e-01  4.98871833e-01
  4.57704097e-01  6.14052832e-01  4.80280966e-01  3.85386586e-01
  3.92082900e-01  3.90659988e-01  4.30440605e-01  3.82085145e-01
  4.95885074e-01  1.27918223e+01  1.08038511e+01  1.52503907e+01
  1.76848954e+01  1.77632461e+01  1.96316391e+01  4.38913833e+01
  6.91486748e-02  9.75088443e+01]"
WCS,Love Thing,Johnny Reid,True,"[-1.00391312e+02  1.48845352e+02 -3.29002533e+01  4.19481964e+01
 -1.39110651e+01  2.45972500e+01 -6.41969681e+00  8.11781311e+00
 -1.02731686e+01  8.78958130e+00 -5.17633152e+00  3.08483648e+00
 -4.20069158e-01  3.79032582e-01  4.75948215e-01  5.29980719e-01
  3.93497467e-01  3.81393015e-01  4.17337269e-01  5.36371708e-01
  4.35865700e-01  3.85966569e-01  4.63493735e-01  3.56427729e-01
  3.66930991e-01  1.31704982e+01  1.11961340e+01  1.55704526e+01
  1.76018233e+01  1.80216484e+01  1.80128604e+01  4.72774117e+01
  6.05013348e-02  1.14843750e+02]"
WCS,Love Yourself,Dylan Scott,True,"[-1.26717674e+02  1.75837189e+02 -3.59847374e+01  4.30322342e+01
 -9.51329899e+00  2.26139069e+01 -1.11041927e+01  8.13945389e+00
 -9.74423528e-01 -1.87878942e+00 -5.75157690e+00 -1.18174343e+01
  8.73517394e-01  4.10009652e-01  3.57555270e-01  3.94834459e-01
  4.68133211e-01  4.20793265e-01  4.35726613e-01  3.94728869e-01
  4.49538291e-01  4.07670945e-01  4.04598355e-01  5.71244657e-01
  4.84179437e-01  2.06058477e+01  1.07647124e+01  1.63289235e+01
  1.79838945e+01  1.69591700e+01  2.01239269e+01  4.51313823e+01
  5.41521669e-02  1.03359375e+02]"
WCS,Lover Lover,Jerrod Niemann,True,"[-1.53813477e+02  1.33140305e+02 -1.48707342e+01  4.45472908e+01
 -4.00442648e+00  3.75304527e+01 -1.37512445e+01  8.58397388e+00
  4.58960152e+00  7.10274029e+00 -3.47576952e+00  4.26705313e+00
 -9.98383164e-01  4.85897988e-01  3.98879290e-01  4.20002788e-01
  3.99061888e-01  3.85444254e-01  3.68646026e-01  4.18521285e-01
  5.11365771e-01  4.73678082e-01  5.14326751e-01  4.75123882e-01
  5.03888369e-01  1.71825781e+01  1.41095781e+01  1.82107233e+01
  1.85555206e+01  1.88609184e+01  2.02977232e+01  4.56303677e+01
  5.11822302e-02  1.12347147e+02]"
WCS,Mimosas,Parmalee,True,"[-1.07734230e+02  1.24709877e+02 -2.26696129e+01  3.87694054e+01
 -9.34500027e+00  3.86345711e+01 -2.04090652e+01  1.92967777e+01
 -3.88670373e+00  9.72946930e+00 -6.86682606e+00  1.31016378e+01
 -2.05179524e+00  4.54832613e-01  4.55888212e-01  5.46435893e-01
  4.53720808e-01  4.76405412e-01  4.39350605e-01  4.83608335e-01
  5.77033341e-01  5.29394209e-01  5.76597631e-01  4.75341558e-01
  4.99996126e-01  1.84196707e+01  1.21907959e+01  1.62339608e+01
  1.76279747e+01  1.74886654e+01  2.03636632e+01  4.85081686e+01
  6.29863916e-02  9.75088443e+01]"
WCS,Move,Keb' Mo',True,"[-1.42689285e+02  1.49722977e+02  9.83688164e+00  4.42502213e+01
 -4.14562941e+00  2.51930504e+01 -5.95231342e+00  1.76038036e+01
 -3.11906171e+00  1.31270018e+01  2.40283704e+00  3.44065118e+00
 -3.47278285e+00  6.13895833e-01  5.27200401e-01  4.74906057e-01
  4.86945897e-01  6.46734953e-01  5.35002708e-01  4.29684818e-01
  5.03762126e-01  5.11756837e-01  5.97001195e-01  5.22932708e-01
  5.25218189e-01  1.63492239e+01  1.01448204e+01  1.61131233e+01
  2.00665668e+01  1.84945639e+01  1.82423393e+01  4.30759655e+01
  3.75186696e-02  1.17453835e+02]"
WCS,My Give a Damn's Busted,Michelle Wright,True,"[-1.12855392e+02  1.36270935e+02 -2.67996101e+01  3.63595505e+01
 -1.37309084e+01  3.09005375e+01 -1.87258205e+01  1.29375515e+01
 -1.10130205e+01  1.01592407e+01 -2.68539500e+00  4.15477800e+00
 -5.98284054e+00  2.71026462e-01  2.81003207e-01  3.22422266e-01
  4.42507297e-01  3.12223732e-01  3.09323400e-01  3.71431112e-01
  3.19108158e-01  3.34309906e-01  3.78915101e-01  5.32479167e-01
  3.01523566e-01  1.70910664e+01  1.07394731e+01  1.58241251e+01
  1.82538040e+01  1.94609599e+01  1.76649336e+01  4.42227603e+01
  6.05207880e-02  1.12347147e+02]"
